Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ghana,GHA,46.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Gibraltar,GIB,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Greece,GRC,3.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Greenland,GRL,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Grenada,GRD,16.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guam,GUM,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guatemala,GTM,24.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guinea,GIN,98.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guinea-Bissau,GNB,78.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Guyana,GUY,29.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Haiti,HTI,62.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Honduras,HND,16.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Hong Kong SAR, China",HKG,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Hungary,HUN,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Iceland,ISL,2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,India,IND,34.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Indonesia,IDN,23.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Iran, Islamic Rep.",IRN,13.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Iraq,IRQ,25.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ireland,IRL,3.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Isle of Man,IMN,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Israel,ISR,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Italy,ITA,3.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Jamaica,JAM,13.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Japan,JPN,2.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Jordan,JOR,15.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kazakhstan,KAZ,10.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kenya,KEN,43.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kiribati,KIR,50.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Korea, Dem. People's Rep.",PRK,17.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Korea, Rep.",KOR,3.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kosovo,XKX,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kuwait,KWT,7.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Kyrgyz Republic,KGZ,18.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lao PDR,LAO,45.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latvia,LVA,3.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lebanon,LBN,7.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lesotho,LSO,86.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Liberia,LBR,84.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Libya,LBY,11.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Liechtenstein,LIE,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lithuania,LTU,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Luxembourg,LUX,2.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Macao SAR, China",MAC,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,North Macedonia,MKD,6.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Madagascar,MDG,50.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malawi,MWI,41.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malaysia,MYS,8.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Maldives,MDV,7.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mali,MLI,94
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Malta,MLT,7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Marshall Islands,MHL,31.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mauritania,MRT,72.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mauritius,MUS,16
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mexico,MEX,14.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Micronesia, Fed. Sts.",FSM,29.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Moldova,MDA,14.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Monaco,MCO,3.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mongolia,MNG,15.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Montenegro,MNE,2.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Morocco,MAR,21.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Mozambique,MOZ,74.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Myanmar,MMR,44.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Namibia,NAM,42.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nauru,NRU,30.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nepal,NPL,30.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Netherlands,NLD,4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,New Caledonia,NCL,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,New Zealand,NZL,4.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nicaragua,NIC,16.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Niger,NER,80.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Nigeria,NGA,117.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Northern Mariana Islands,MNP,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Norway,NOR,2.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Oman,OMN,11.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Pakistan,PAK,67.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Palau,PLW,17.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Panama,PAN,14.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Papua New Guinea,PNG,44.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Paraguay,PRY,19.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Peru,PER,13.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Philippines,PHL,27.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Poland,POL,4.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Portugal,PRT,3.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Puerto Rico,PRI,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Qatar,QAT,6.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Romania,ROU,7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Russian Federation,RUS,5.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Rwanda,RWA,34.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Samoa,WSM,15
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,San Marino,SMR,1.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sao Tome and Principe,STP,29.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Saudi Arabia,SAU,6.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Senegal,SEN,45.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Serbia,SRB,5.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Seychelles,SYC,14.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sierra Leone,SLE,109.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Singapore,SGP,2.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sint Maarten (Dutch part),SXM,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovak Republic,SVK,5.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Slovenia,SVN,2.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Solomon Islands,SLB,19.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Somalia,SOM,117
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Africa,ZAF,34.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Sudan,SSD,96.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Spain,ESP,3.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sri Lanka,LKA,7.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Kitts and Nevis,KNA,15.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Lucia,LCA,22.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Martin (French part),MAF,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,St. Vincent and the Grenadines,VCT,14.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sudan,SDN,58.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Suriname,SUR,18
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Eswatini,SWZ,49.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sweden,SWE,2.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Switzerland,CHE,4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Syrian Arab Republic,SYR,21.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tajikistan,TJK,33.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tanzania,TZA,50.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Thailand,THA,9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Timor-Leste,TLS,44.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Togo,TGO,66.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tonga,TON,16.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Trinidad and Tobago,TTO,17.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tunisia,TUN,16.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkey,TUR,10
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turkmenistan,TKM,42
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Turks and Caicos Islands,TCA,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Tuvalu,TUV,23.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uganda,UGA,45.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Ukraine,UKR,8.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Arab Emirates,ARE,7.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United Kingdom,GBR,4.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,United States,USA,6.5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uruguay,URY,7.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Uzbekistan,UZB,17.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Vanuatu,VUT,25.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Venezuela, RB",VEN,24.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Vietnam,VNM,19.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Virgin Islands (U.S.),VIR,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,West Bank and Gaza,PSE,19.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,"Yemen, Rep.",YEM,58.4
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zambia,ZMB,61.7
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Zimbabwe,ZWE,54.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Africa Eastern and Southern,AFE,60.09865884
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Africa Western and Central,AFW,96.8142396
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Arab World,ARB,34.6689263
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Caribbean small states,CSS,16.83266427
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Central Europe and the Baltics,CEB,4.821004159
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Early-demographic dividend,EAR,33.97892772
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific,EAS,14.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific (excluding high income),EAP,14.96584221
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,East Asia & Pacific (IDA & IBRD countries),TEA,14.93645833
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Euro area,EMU,3.741366225
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia,ECS,8.1
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia (excluding high income),ECA,11.51977984
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Europe & Central Asia (IDA & IBRD countries),TEC,11.07249
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,European Union,EUU,3.950281792
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Fragile and conflict affected situations,FCS,78.36610957
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Heavily indebted poor countries (HIPC),HPC,66.4482726
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,High income,HIC,5
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IBRD only,IBD,21.93931438
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA & IBRD total,IBT,40.83633254
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA blend,IDB,84.10447243
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA only,IDX,60.85708601
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,IDA total,IDA,68.79670131
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Late-demographic dividend,LTE,9.85410167
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & Caribbean,LCN,16.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & Caribbean (excluding high income),LAC,16.09529045
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Latin America & the Caribbean (IDA & IBRD countries),TLA,16.3786605
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Least developed countries: UN classification,LDC,62.72781126
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Low & middle income,LMY,40.97524316
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Low income,LIC,67.6
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Lower middle income,LMC,48.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa,MEA,21.9
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa (excluding high income),MNA,23.66332507
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle East & North Africa (IDA & IBRD countries),TMN,23.73212779
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Middle income,MIC,35.17615137
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,North America,NAC,6.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Not classified,INX,..
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,OECD members,OED,6.967966949
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Other small states,OSS,47.72754528
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Pacific island small states,PSS,23.93314328
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Post-demographic dividend,PST,4.852361841
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Pre-demographic dividend,PRE,79.32217743
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Small states,SST,42.1058993
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Asia,SAS,40.2
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,South Asia (IDA & IBRD),TSA,40.22383404
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa,SSF,75.8
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa (excluding high income),SSA,75.74245595
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Sub-Saharan Africa (IDA & IBRD countries),TSS,75.73992195
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,Upper middle income,UMC,13.3
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,World,WLD,37.7
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Afghanistan,AFG,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Albania,ALB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Algeria,DZA,2.7
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,American Samoa,ASM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Andorra,AND,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Angola,AGO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Antigua and Barbuda,ATG,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Argentina,ARG,1.7
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Armenia,ARM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Aruba,ABW,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Australia,AUS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Austria,AUT,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Azerbaijan,AZE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Bahamas, The",BHS,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bahrain,BHR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bangladesh,BGD,22.6
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Barbados,BRB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belarus,BLR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belgium,BEL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Belize,BLZ,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Benin,BEN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bermuda,BMU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bhutan,BTN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bolivia,BOL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bosnia and Herzegovina,BIH,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Botswana,BWA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Brazil,BRA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,British Virgin Islands,VGB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Brunei Darussalam,BRN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Bulgaria,BGR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Burkina Faso,BFA,16.4
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Burundi,BDI,27
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cabo Verde,CPV,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cambodia,KHM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cameroon,CMR,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Canada,CAN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cayman Islands,CYM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Central African Republic,CAF,20.5
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Chad,TCD,29.2
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Channel Islands,CHI,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Chile,CHL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,China,CHN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Colombia,COL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Comoros,COM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Congo, Dem. Rep.",COD,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Congo, Rep.",COG,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Costa Rica,CRI,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cote d'Ivoire,CIV,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Croatia,HRV,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cuba,CUB,2.4
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Curacao,CUW,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Cyprus,CYP,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Czech Republic,CZE,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Denmark,DNK,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Djibouti,DJI,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Dominica,DMA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Dominican Republic,DOM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ecuador,ECU,5.2
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Egypt, Arab Rep.",EGY,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,El Salvador,SLV,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Equatorial Guinea,GNQ,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Eritrea,ERI,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Estonia,EST,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ethiopia,ETH,21.1
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Faroe Islands,FRO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Fiji,FJI,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Finland,FIN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,France,FRA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,French Polynesia,PYF,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Gabon,GAB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Gambia, The",GMB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Georgia,GEO,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Germany,DEU,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Ghana,GHA,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Gibraltar,GIB,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Greece,GRC,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Greenland,GRL,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Grenada,GRD,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guam,GUM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guatemala,GTM,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guinea,GIN,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guinea-Bissau,GNB,18.8
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Guyana,GUY,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Haiti,HTI,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Honduras,HND,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,"Hong Kong SAR, China",HKG,..
"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,Hungary,HUN,..
